Tail	Head	Distribution	Parameters
354	900	lognorm	(0.7504486560086052, -0.21545093629289924, 3.8131983614431086)
355	901	lognorm	(0.8400138634980714, 0.06664270045510104, 3.415228839926953)
356	902	lognorm	(0.8109309317339064, 0.019173500008568496, 3.6078732957887114)
357	903	lognorm	(0.7967311320426042, -0.045229151203726684, 3.5957904370221687)
358	904	lognorm	(0.787156169055553, -0.11905192190680464, 3.8899386997480185)
359	905	lognorm	(0.7899133386934364, -0.09980710887125338, 3.6655371905855443)
360	906	lognorm	(0.8763033320732971, 0.13264939165423772, 3.37160017836113)
361	907	lognorm	(0.8571337172856899, 0.13458195489101393, 3.369566780651902)
362	908	lognorm	(0.8417302984160466, 0.036433192586899754, 3.5053196661499575)
363	909	lognorm	(0.8310502349379691, 0.02495634120194591, 3.39698842432379)
364	910	lognorm	(0.8605171472006137, 0.0005251317553846771, 3.608146130565846)
365	911	lognorm	(0.8396855836750714, 0.05087298040015979, 3.3114304817855604)
366	912	lognorm	(0.8410607915642276, -0.004106163123998834, 3.484436039676856)
367	913	lognorm	(0.8608605039156942, 0.15865148486260502, 3.3346029178353187)
368	914	lognorm	(0.8362910952253102, 0.043877630759759624, 3.373661428952169)
369	915	lognorm	(0.8289505721258926, -0.042133884675543964, 3.660949346912023)
370	916	lognorm	(0.8547440692972328, 0.023419007037587338, 3.5562039728393047)
371	917	lognorm	(0.815906418781613, 0.03690305865708525, 3.2667872204319837)
372	918	lognorm	(0.8527321278185016, 0.06020939404624019, 3.3942238856190716)
373	919	lognorm	(0.888869591291692, 0.14522849930288895, 3.2890148478089056)
374	920	lognorm	(0.8533249215263583, 0.002438316918749332, 3.774464989941462)
375	921	lognorm	(0.8379108432449811, -0.030461716976219626, 3.774555134000158)
376	922	lognorm	(0.8221648152868484, -0.09154659474251756, 3.610771438905253)
377	923	lognorm	(0.902559041994725, 0.17700288348074383, 3.285111511885831)
378	924	lognorm	(0.8396122263931542, 0.01470117782656762, 3.637963582294531)
379	925	lognorm	(0.8649803081807999, 0.034751121675347954, 3.4969935957687204)
380	926	lognorm	(0.8056315430808002, -0.027667472516651852, 3.5335092945521462)
381	927	lognorm	(0.8531991564740773, 0.018775191085206054, 3.5174755871488514)
382	928	lognorm	(0.8240066687581343, 0.02329658965924715, 3.6803787811948565)
383	929	lognorm	(0.8594039837226035, 0.07269497430037929, 3.3548859682901213)
384	930	lognorm	(0.821580326353569, 0.014446679199207122, 3.6685561013303962)
385	931	lognorm	(0.8301700235499623, -0.012945358749477139, 3.5419456638717346)
386	932	lognorm	(0.8434163443529163, 0.038533201880628344, 3.460820677269057)
387	933	lognorm	(0.8335990561563031, -0.009123404635302194, 3.458083600411306)
388	390	lognorm	(0.5507597359053037, 0.164961019245278, 7.340710653564214)
388	391	lognorm	(0.46072426192852456, -0.32147999012353873, 9.50986927422559)
388	708	lognorm	(0.8164656424926249, 0.034874300266154956, 3.37685945030716)
388	802	lognorm	(0.8139865216613404, -0.03694834111757293, 3.7170687533936064)
389	390	lognorm	(0.805233223187185, -0.06432103137393236, 3.7455683516299376)
389	801	lognorm	(0.8504055630545961, 0.0516158316340775, 3.514238612424183)
389	914	lognorm	(0.8104149328474128, -0.03223536668812779, 3.6091685843140526)
390	388	lognorm	(0.5926498345210354, 0.07238532233134341, 6.525302751974023)
390	389	lognorm	(0.8164781910797478, -0.04645284773082187, 3.6975011739092585)
390	925	lognorm	(0.6590763060551437, -0.12226426473808454, 5.444349036886315)
391	388	lognorm	(0.6314094870562921, 0.30969238297755775, 6.072401085098463)
391	392	lognorm	(0.23082776501096192, 1.4649300890484314, 20.940490626713384)
391	709	lognorm	(0.8602922010507916, 0.01330432818482944, 3.457503292129855)
391	715	lognorm	(0.8466684825458206, 0.09453248839231, 3.3248894071033543)
392	391	lognorm	(0.5832432340964704, 0.06452946197189854, 6.928139997539345)
392	393	lognorm	(0.24093610852553077, 1.4802350315998356, 43.15661101977027)
392	713	lognorm	(0.21180939992217093, -1.2235908813521175, 22.745718362616124)
392	717	lognorm	(0.4882216797105625, 0.33638192327244987, 8.690788315379448)
393	392	lognorm	(0.3234456261588171, -0.05467197734342387, 14.477105451026345)
393	394	lognorm	(0.21141321911536298, -0.4994255746342633, 45.74894328793083)
393	712	lognorm	(0.43692950960151233, -0.21760797906785373, 9.484028144493143)
393	716	lognorm	(0.36708495666591756, 1.1196057578648348, 12.56269426774978)
394	393	lognorm	(0.4859002867234069, 0.41602607651081563, 9.193982211115365)
394	395	lognorm	(0.1905651971468184, -2.1645810839633253, 25.216602922527038)
394	584	lognorm	(0.26645186592017844, 13.22403861668071, 58.59340593713542)
394	601	lognorm	(0.28629907710267777, 4.903725521313972, 47.61498412175973)
395	394	lognorm	(0.6002335725456872, -0.25374202668801865, 6.06286577150688)
395	396	lognorm	(0.2363976944035918, 3.139433909869336, 53.00838201654775)
395	584	lognorm	(0.7605867652457698, -0.07318603973976254, 4.048792632939061)
395	600	lognorm	(0.6389957147204832, -0.09137817815738764, 5.515301535843621)
396	395	lognorm	(0.6255451217819192, -0.0593224608708669, 5.796089768917099)
396	397	lognorm	(0.22123425849642905, 0.08077303416192172, 34.35291142354953)
397	396	lognorm	(0.7268987421883943, 0.04828289816689106, 4.858199558552053)
397	398	lognorm	(0.2810235596978341, 1.7558998170272713, 87.75373165309395)
397	588	lognorm	(0.5341064641898319, -0.2849295501582779, 7.4995711588047325)
397	604	lognorm	(0.22283516022867295, -3.8135183137074558, 38.97776290296004)
398	397	lognorm	(0.2114548646184124, 1.4336143743014587, 22.046748686966797)
398	399	lognorm	(0.27935906659273224, -0.9309628630320214, 30.151713346675407)
398	400	lognorm	(0.661364542473541, -0.2336283920433258, 5.442705452554606)
398	403	lognorm	(0.20994842652328857, 0.06407077085431594, 23.683258263704637)
399	398	lognorm	(0.5501506965727284, 0.14537110244501478, 7.365518017401466)
399	537	lognorm	(0.272808756477986, 4.756933046590085, 90.36858213415812)
399	604	lognorm	(0.5435015706913402, -0.2023316225885986, 7.1966055009047665)
399	609	lognorm	(0.24529639386703533, -1.7706462816229118, 18.573843514108965)
400	398	lognorm	(0.39313925321638155, 0.4895763388455626, 11.827426793613991)
400	401	lognorm	(0.7132820531985484, 0.017990364031168778, 4.797432104783418)
400	587	lognorm	(0.4922896827951242, 22.180203657709246, 232.24560050363888)
400	609	lognorm	(0.8703540217969998, 0.0801909394806457, 3.310033048040901)
401	400	lognorm	(0.22916669710242654, 0.20426067360091357, 20.590078802988383)
401	402	lognorm	(0.8602563737345789, 0.05847290974088219, 3.570175128695027)
401	585	lognorm	(0.5076935601091477, -0.2567889248400481, 8.2142424048607)
401	590	lognorm	(0.2011670995100885, -3.3718932877072483, 32.624521943513116)
402	401	lognorm	(0.8875965907871477, 0.09460768965439098, 3.4575809917274576)
403	398	lognorm	(0.3413174040785162, -1.0487433128086585, 13.002944659100724)
403	404	lognorm	(0.1649843944770183, -18.20917246589744, 75.31772011514428)
403	606	lognorm	(0.19735271488284833, -2.3226379853978236, 42.04060758848796)
403	611	lognorm	(0.2474239048095242, -4.022805815983407, 67.64420687230911)
404	403	lognorm	(0.1625234183704547, -5.093640381591538, 35.799866879177216)
404	405	lognorm	(0.37026754980967036, 9.465910319339656, 71.48053181760369)
404	675	lognorm	(0.7665830399275501, -0.021148438256826038, 4.0556883148937946)
404	680	gamma	(7.848637162796341, 10.767234108939467, 3.2230544425614154)
405	404	lognorm	(0.286412402427993, -3.868313561569223, 61.43422206406433)
405	406	lognorm	(0.7221071269741812, 0.1316001733278505, 4.243779082353243)
405	488	lognorm	(0.2763070340873783, 2.743115740555003, 23.522733663336812)
406	405	lognorm	(0.3839342004525775, -0.13469354091548844, 12.104076135740236)
406	407	lognorm	(0.41107348090970275, 0.7655584085486224, 11.202526643984445)
406	677	lognorm	(0.3573152581769406, 0.5806750826731729, 12.757283592159848)
406	682	gamma	(8.308253691550583, 14.902780069381002, 4.835840184322142)
407	406	lognorm	(0.17784059682856967, -1.8467294725951917, 30.853022028637014)
407	408	lognorm	(0.2091710782936373, 2.0299077366471705, 31.5054704301902)
407	687	lognorm	(0.590772670178723, -0.22729569319389323, 6.137349806102364)
407	692	lognorm	(0.20002060283549608, -1.6623696567719992, 35.56054352196358)
408	407	gamma	(11.598425005628997, 13.238815137100982, 3.567387262716264)
408	409	lognorm	(0.6183599259591268, -0.00524842744277159, 6.073154067492008)
408	689	lognorm	(0.5092409081299436, 0.2237242147760493, 8.066196161131726)
408	694	lognorm	(0.2907390722303205, -14.022564646433182, 153.06159659300636)
409	408	lognorm	(0.43209615063505336, 0.07615040238639326, 9.485142847870502)
409	410	lognorm	(0.3032711579428927, -0.2688678345686025, 14.912444529972989)
409	538	lognorm	(0.41423387034412196, 0.5239498128674382, 11.055440655180165)
409	539	lognorm	(0.19709400624375883, -30.17338072289951, 133.19254768001775)
410	409	lognorm	(0.2629902320048373, 9.143005656776072, 49.19444877134795)
410	411	lognorm	(0.22381679106936142, 2.9844686317880385, 30.30225753862407)
410	690	lognorm	(0.32831023198533077, 0.5802541903377242, 14.72849338604535)
410	700	lognorm	(0.30588918590858827, -1.0494631548395694, 69.44833533708497)
411	410	gamma	(10.075225545221766, 14.673964012781092, 8.392446776535735)
411	412	lognorm	(0.1460571456306731, -7.912109451197752, 32.914486834286585)
411	685	lognorm	(0.5144314730990058, 0.16138778702669196, 8.217351126932321)
411	695	lognorm	(0.7223498276496343, 0.07904570013740461, 4.793502487438213)
412	411	lognorm	(0.2147249631684503, -12.91059630918032, 83.67559880709982)
412	413	lognorm	(0.24426077745123734, 3.887521493005453, 20.078079927954427)
413	412	lognorm	(0.2509131797741996, -2.032600659659227, 69.4215434120729)
413	414	gamma	(5.526287481051858, 4.903760266535222, 2.0703563334940283)
413	730	lognorm	(0.4297787398851347, -0.22024446433491293, 10.116886865656962)
413	734	lognorm	(0.6459603229139093, -0.11552423631093339, 5.710276586284422)
414	413	lognorm	(0.2652882509100917, 4.405279679267164, 47.20451076542783)
414	415	lognorm	(0.8414258501719135, 0.035422146349524584, 3.6425374746396573)
414	731	lognorm	(0.7323985783738829, -0.10422386681833254, 4.323271844534805)
414	735	lognorm	(0.6869041911584287, 0.07811557025333338, 5.715857340805535)
415	414	lognorm	(0.8145236381043325, 0.166616641351275, 3.847535532871402)
415	416	lognorm	(0.7958802858234602, -0.027095390011818654, 3.587124353799819)
415	727	lognorm	(0.8427683537290525, 0.03733775657553716, 3.434094322833258)
415	733	lognorm	(0.7818438465212311, -0.11491668579585482, 3.99144020716332)
416	415	lognorm	(0.6463659435646238, 0.2464756963389421, 5.475943107326898)
416	417	lognorm	(0.7847612203363, -0.01877955594995234, 3.6082859279229544)
416	726	lognorm	(0.8567706369713932, 0.10987983860724718, 3.5662196981872185)
416	732	lognorm	(0.8315243773270197, 0.0345160846822408, 3.5393084503469643)
417	416	lognorm	(0.73668260845598, -0.04930159286381541, 4.955610483445055)
417	732	lognorm	(0.7963577274766754, -0.07032362419482095, 3.6862985965011115)
417	913	lognorm	(0.8108850786629977, -0.04907436927333777, 3.7018049654754703)
417	926	lognorm	(0.8516574913764839, 0.04022925519914031, 3.6132264313750366)
418	419	gamma	(6.3817642813960465, 5.364630763535608, 2.054422176063094)
418	921	lognorm	(0.7500499169857898, -0.04099138535885444, 4.537134518809969)
418	922	lognorm	(0.4130279275620803, -0.9384400912764146, 10.686833906854737)
418	923	lognorm	(0.7372634509390295, -0.05778110243985037, 4.22666286511266)
419	418	lognorm	(0.7800913469177253, 0.07593886757345993, 4.3047533554217186)
419	420	lognorm	(0.1955088009302106, 2.947101055427259, 27.75806807134115)
419	739	lognorm	(0.8333637833290746, 0.04484171530115169, 3.4815668627368925)
419	743	lognorm	(0.8445990839143784, 0.12316586972658178, 3.2591430488250923)
420	419	lognorm	(0.7347287714946467, 0.08590014380599414, 4.798689394542784)
420	421	gamma	(8.539577141299262, 13.867914314093099, 2.2529357033754827)
420	751	lognorm	(0.7419562473470261, -0.06910263523708568, 4.176522320802613)
420	752	lognorm	(0.7581688312155888, -0.02664806892144647, 4.616690547769278)
421	420	lognorm	(0.7772243539559567, 0.2088869331141206, 4.499689771538836)
421	422	gamma	(7.717223983266468, 19.09100328317779, 4.066190634344593)
421	753	lognorm	(0.2660385452733647, -0.8827187297593562, 18.869243100119967)
421	754	lognorm	(0.7116607816983511, 0.15101506591284358, 5.053906663006391)
422	421	lognorm	(0.6981502263627872, 0.04045618047708802, 4.90676722416209)
422	423	gamma	(7.233152014470232, 26.412275123331867, 8.575272125450471)
422	762	lognorm	(0.2607533037750194, 0.38440883131171616, 28.892256223534684)
422	766	lognorm	(0.20767691304833366, -0.08535760349477989, 46.50490747689069)
423	422	lognorm	(0.5129315426910273, -0.08852727697956514, 7.81161997479252)
423	424	gamma	(7.911166574462735, 22.060304966843965, 7.567774806712791)
423	764	lognorm	(0.3584922234516804, -3.2055304872102433, 84.15823851729289)
423	767	lognorm	(0.20670970501689762, -0.9577906447594593, 24.156476508367163)
424	423	lognorm	(0.48363042158646863, -0.23251329459346412, 8.36382441977969)
424	425	lognorm	(0.27463115655518056, 8.039505572177813, 76.54610274346976)
424	773	gamma	(6.420520558715733, 7.896548862931521, 1.9045859156539762)
424	777	lognorm	(0.22444242856790958, 0.27806422625727834, 52.15382799230929)
425	424	lognorm	(0.44245302054510466, -0.6943387604049873, 9.393156591648275)
425	426	lognorm	(0.2665861624443878, -0.8824053936305176, 64.498600246351)
425	775	lognorm	(0.2651864975035438, 0.2763714267518802, 17.80905966245617)
425	779	lognorm	(0.25136051502314516, -1.4971328046354642, 48.164606282533285)
426	425	lognorm	(0.3242991229514343, -0.7483500875616971, 13.97674694728735)
426	427	lognorm	(0.2634387780818577, 1.7920671234882868, 25.460957713438653)
426	441	lognorm	(0.1739260071993935, -5.67599114835455, 50.40601708232636)
427	426	lognorm	(0.2284237174177233, 0.23316677033984845, 21.689104628240706)
427	428	lognorm	(0.21760474170143962, 2.566422921921469, 38.20884558011199)
427	594	lognorm	(0.5653124615466569, -0.3337299991870867, 6.875684660025438)
427	779	lognorm	(0.8171699760460189, 0.07165343405128624, 3.6260665147738367)
428	427	lognorm	(0.32336372259432666, -0.9885990469234283, 15.319045633199107)
428	429	lognorm	(0.7388661424322678, 0.008676355333917921, 4.309113750506196)
428	431	lognorm	(0.2605594791443494, 3.2828165236172797, 18.55417524130997)
429	428	lognorm	(0.37716090222958265, -0.39622382887965746, 11.666513816471397)
429	430	lognorm	(0.8478569709844171, -0.009761402625718216, 3.4809650873110676)
429	593	lognorm	(0.8631655007444554, 0.019639546241489236, 3.6238745291300614)
429	778	lognorm	(0.7218882438660199, -0.142483708374067, 4.207808192561533)
430	429	lognorm	(0.8736754069727379, 0.04467774029855577, 3.3950019196356287)
431	428	lognorm	(0.6917109678359242, 0.15611370960052, 5.047037700815588)
431	432	gamma	(10.648807293343449, 20.350289804209947, 7.992503545301181)
431	593	lognorm	(0.5937938374555843, -0.1232498209113122, 6.395753458073573)
431	597	lognorm	(0.8937940689851761, 0.09780700091334213, 3.478777436673317)
432	431	lognorm	(0.18816576259401716, -2.034295504687984, 43.634109432003015)
432	433	lognorm	(0.206719301497229, -8.615779680864506, 71.35537634288191)
432	595	lognorm	(0.767506352009593, -0.05515654576622789, 4.209781315833885)
432	599	lognorm	(0.3877929488817857, -0.7025303486974519, 11.479637222307801)
433	432	lognorm	(0.16782723215480283, -5.208440734687413, 36.000904289024604)
433	434	lognorm	(0.19193996234233585, -12.149510452867407, 62.62374666243241)
433	616	lognorm	(0.6275829376400788, -0.20140625621537905, 5.03563441423807)
433	617	lognorm	(0.840543705972254, 0.013158781396311032, 3.4756098629370378)
434	433	lognorm	(0.22503760044772086, 2.042676157099372, 24.29136156908686)
434	435	lognorm	(0.23304730116578737, 2.0335191860668336, 42.27038278908131)
434	618	lognorm	(0.7575127348501927, -0.121903610352015, 3.837234082908937)
434	619	lognorm	(0.5964708348795358, 0.2088607929553305, 6.4167248756153885)
435	434	gamma	(9.541943905670223, 13.240260156992015, 2.452330157918543)
435	436	lognorm	(0.2298368977481094, -7.717307295619965, 62.987513387718565)
435	552	lognorm	(0.24601024280451395, -1.9360254376126944, 30.68668891110253)
435	554	lognorm	(0.23902979488801518, -1.0357719152957787, 20.295454066960524)
436	435	lognorm	(0.28241466499567364, 2.263837527220266, 53.70900289220398)
436	437	lognorm	(0.3010223757438538, 1.9271724680640996, 130.60380181975557)
436	496	lognorm	(0.3242497485506086, 2.623685344065126, 53.164422860744686)
437	436	gamma	(4.747652045874186, 49.286562718574444, 19.395613205287738)
437	438	gamma	(5.960776567718096, 43.40998258036315, 13.055476923165251)
437	554	lognorm	(0.2679765326510005, 1.072413234469241, 19.491920824871222)
437	556	lognorm	(0.5380878761437705, 0.6130979550621691, 8.052856713907916)
438	437	gamma	(6.532817159103593, 38.855077304788274, 12.775914009362904)
438	439	lognorm	(0.2554656471937856, -1.346247162178937, 18.391967944524865)
